MemberID,PhoneNo,StreetNo,Street,City,State,Zip,ExpiryDate
621,(123) 123-4877,320,Apple Lane,Juneau,AK,99801,9/17/2008 23:18:06
623,(123) 123-4878,321,Cannery Row,Phoenix,AZ,85011,9/19/2008 23:18:06
625,(123) 123-4879,322,Elm Street,Denver,CO,80201,9/21/2008 23:18:06
627,(123) 123-4880,323,Goshen Road,Tallahassee,FL,32301,9/23/2008 23:18:06
629,(123) 123-4881,324,Island Drive,Honolulu,HI,96800-3017,9/25/2008 23:18:06
631,(123) 123-4882,325,King Street,Baton Rouge,LA,70800,9/27/2008 23:18:06
633,(123) 123-4883,326,Maple Street,Annapolis,MD,21400,9/29/2008 23:18:06
635,(123) 123-4884,327,Oak Drive,Carson City,NV,89701,10/01/2008 23:18:06
637,(123) 123-4885,328,Queen Ann Drive,Salem,OR,97301,10/03/2008 23:18:06
639,(123) 123-4886,329,Stoney Way,Austin,TX,73301,10/05/2008 23:18:06
641,(123) 123-4887,330,University Lane,Richmond,VA,23173-1823,10/07/2008 23:18:06
643,(123) 123-4888,331,Willow Road,Charleston,WV,25300,10/09/2008 23:18:06
645,(123) 123-4889,332,Bowery Estates,Montgomery,AL,36100,10/11/2008 23:18:06
647,(123) 123-4890,333,Dogwood Drive,Sacramento,CA,94203,10/13/2008 23:18:06
649,(123) 123-4891,334,Fir Street,Washington,DC,20510-0001,10/15/2008 23:18:06
651,(123) 123-4892,335,The Highlands,Atlanta,GA,30026,10/17/2008 23:18:06
653,(123) 123-4893,336,James Road,Springfield,IL,62700,10/19/2008 23:18:06
655,(123) 123-4894,337,Larch Mont Road,Boston,MA,02138-7190,10/21/2008 23:18:06
657,(123) 123-4895,338,New Pike Road,Trenton,NJ,8600,10/23/2008 23:18:06
659,(123) 123-4896,339,Pine Place,Albany,NY,12200-2837,10/25/2008 23:18:06
661,(123) 123-4897,340,Race Track Road,Harrisburg,PA,17100,10/27/2008 23:18:06
663,(123) 123-4898,341,Tamarack Road,Salt Lake City,UT,84100,10/29/2008 23:18:06
665,(123) 123-4899,342,Valley Road,Olympia,WA,98507,10/31/2008 23:18:06
667,(123) 123-4900,343,Apple Lane,Juneau,AK,99801,11/02/2008 23:18:06
669,(123) 123-4901,344,Cannery Row,Phoenix,AZ,85011,11/04/2008 23:18:06
671,(123) 123-4902,345,Elm Street,Denver,CO,80201,11/06/2008 23:18:06
673,(123) 123-4903,346,Goshen Road,Tallahassee,FL,32301,11/08/2008 23:18:06
675,(123) 123-4904,347,Island Drive,Honolulu,HI,96800-3017,11/10/2008 23:18:06
677,(123) 123-4905,348,King Street,Baton Rouge,LA,70800,11/12/2008 23:18:06
679,(123) 123-4906,349,Maple Street,Annapolis,MD,21400,11/14/2008 23:18:06
681,(123) 123-4907,350,Oak Drive,Carson City,NV,89701,11/16/2008 23:18:06
683,(123) 123-4908,351,Queen Ann Drive,Salem,OR,97301,11/18/2008 23:18:06
685,(123) 123-4909,352,Stoney Way,Austin,TX,73301,11/20/2008 23:18:06
687,(123) 123-4910,353,University Lane,Richmond,VA,23173-1823,11/22/2008 23:18:06
689,(123) 123-4911,354,Willow Road,Charleston,WV,25300,11/24/2008 23:18:06
691,(123) 123-4912,355,Bowery Estates,Montgomery,AL,36100,11/26/2008 23:18:06
693,(123) 123-4913,356,Dogwood Drive,Sacramento,CA,94203,11/28/2008 23:18:06
695,(123) 123-4914,357,Fir Street,Washington,DC,20510-0001,11/30/2008 23:18:06
697,(123) 123-4915,358,The Highlands,Atlanta,GA,30026,12/02/2008 23:18:06
699,(123) 123-4916,359,James Road,Springfield,IL,62700,12/04/2008 23:18:06
701,(123) 123-4917,360,Larch Mont Road,Boston,MA,02138-7190,12/06/2008 23:18:06
703,(123) 123-4918,361,New Pike Road,Trenton,NJ,8600,12/08/2008 23:18:06
705,(123) 123-4919,362,Pine Place,Albany,NY,12200-2837,12/10/2008 23:18:06
707,(123) 123-4920,363,Race Track Road,Harrisburg,PA,17100,12/12/2008 23:18:06
709,(123) 123-4921,364,Tamarack Road,Salt Lake City,UT,84100,12/14/2008 23:18:06
711,(123) 123-4922,365,Valley Road,Olympia,WA,98507,12/16/2008 23:18:06
713,(123) 123-4923,366,Apple Lane,Juneau,AK,99801,12/18/2008 23:18:06
715,(123) 123-4924,367,Cannery Row,Phoenix,AZ,85011,12/20/2008 23:18:06
717,(123) 123-4925,368,Elm Street,Denver,CO,80201,12/22/2008 23:18:06
719,(123) 123-4926,369,Goshen Road,Tallahassee,FL,32301,12/24/2008 23:18:06
721,(123) 123-4927,370,Island Drive,Honolulu,HI,96800-3017,12/26/2008 23:18:06
723,(123) 123-4928,371,King Street,Baton Rouge,LA,70800,12/28/2008 23:18:06
725,(123) 123-4929,372,Maple Street,Annapolis,MD,21400,12/30/2008 23:18:06
727,(123) 123-4930,373,Oak Drive,Carson City,NV,89701,01/01/2009 23:18:06
729,(123) 123-4931,374,Queen Ann Drive,Salem,OR,97301,01/03/2009 23:18:06
731,(123) 123-4932,375,Stoney Way,Austin,TX,73301,01/06/2008 23:18:06
733,(123) 123-4933,376,University Lane,Richmond,VA,23173-1823,01/08/2008 23:18:06
735,(123) 123-4934,377,Willow Road,Charleston,WV,25300,01/10/2008 23:18:06
737,(123) 123-4935,378,Bowery Estates,Montgomery,AL,36100,01/12/2008 23:18:06
739,(123) 123-4936,379,Dogwood Drive,Sacramento,CA,94203,1/14/2008 23:18:06
741,(123) 123-4937,380,Fir Street,Washington,DC,20510-0001,1/16/2008 23:18:06
743,(123) 123-4938,381,The Highlands,Atlanta,GA,30026,1/18/2008 23:18:06
745,(123) 123-4939,382,James Road,Springfield,IL,62700,1/20/2008 23:18:06
747,(123) 123-4940,383,Larch Mont Road,Boston,MA,02138-7190,1/22/2008 23:18:06
749,(123) 123-4941,384,New Pike Road,Trenton,NJ,8600,1/24/2008 23:18:06
751,(123) 123-4942,385,Pine Place,Albany,NY,12200-2837,1/26/2008 23:18:06
753,(123) 123-4943,386,Race Track Road,Harrisburg,PA,17100,1/28/2008 23:18:06
755,(123) 123-4944,387,Tamarack Road,Salt Lake City,UT,84100,1/30/2008 23:18:06
757,(123) 123-4945,388,Valley Road,Olympia,WA,98507,02/01/2008 23:18:06
759,(123) 123-4946,389,Apple Lane,Juneau,AK,99801,02/03/2008 23:18:06
761,(123) 123-4947,390,Cannery Row,Phoenix,AZ,85011,02/05/2008 23:18:06
763,(123) 123-4948,391,Elm Street,Denver,CO,80201,02/07/2008 23:18:06
765,(123) 123-4949,392,Goshen Road,Tallahassee,FL,32301,02/09/2008 23:18:06
767,(123) 123-4950,393,Island Drive,Honolulu,HI,96800-3017,02/11/2008 23:18:06
769,(123) 123-4951,394,King Street,Baton Rouge,LA,70800,2/13/2008 23:18:06
771,(123) 123-4952,395,Maple Street,Annapolis,MD,21400,2/15/2008 23:18:06
773,(123) 123-4953,396,Oak Drive,Carson City,NV,89701,2/17/2008 23:18:06
775,(123) 123-4954,397,Queen Ann Drive,Salem,OR,97301,2/19/2008 23:18:06
777,(123) 123-4955,398,Stoney Way,Austin,TX,73301,2/21/2008 23:18:06
779,(123) 123-4956,399,University Lane,Richmond,VA,23173-1823,2/23/2008 23:18:06
781,(123) 123-4957,400,Willow Road,Charleston,WV,25300,2/25/2008 23:18:06
783,(123) 123-4958,401,Bowery Estates,Montgomery,AL,36100,2/27/2008 23:18:06
785,(123) 123-4959,402,Dogwood Drive,Sacramento,CA,94203,2/29/2008 23:18:06
787,(123) 123-4960,403,Fir Street,Washington,DC,20510-0001,03/02/2008 23:18:06
789,(123) 123-4961,404,The Highlands,Atlanta,GA,30026,03/04/2008 23:18:06
791,(123) 123-4962,405,James Road,Springfield,IL,62700,03/06/2008 23:18:06
793,(123) 123-4963,406,Larch Mont Road,Boston,MA,02138-7190,03/08/2008 23:18:06
795,(123) 123-4964,407,New Pike Road,Trenton,NJ,8600,03/10/2008 23:18:06
797,(123) 123-4965,408,Pine Place,Albany,NY,12200-2837,03/12/2008 23:18:06
799,(123) 123-4966,409,Race Track Road,Harrisburg,PA,17100,3/14/2008 23:18:06
801,(123) 123-4967,410,Tamarack Road,Salt Lake City,UT,84100,3/16/2008 23:18:06
803,(123) 123-4968,411,Valley Road,Olympia,WA,98507,3/18/2008 23:18:06
805,(123) 123-4969,412,Apple Lane,Juneau,AK,99801,3/20/2008 23:18:06
807,(123) 123-4970,413,Cannery Row,Phoenix,AZ,85011,3/22/2008 23:18:06
809,(123) 123-4971,414,Elm Street,Denver,CO,80201,3/24/2008 23:18:06
811,(123) 123-4972,415,Goshen Road,Tallahassee,FL,32301,3/26/2008 23:18:06
813,(123) 123-4973,416,Island Drive,Honolulu,HI,96800-3017,3/28/2008 23:18:06
815,(123) 123-4974,417,King Street,Baton Rouge,LA,70800,3/30/2008 23:18:06
817,(123) 123-4975,418,Maple Street,Annapolis,MD,21400,04/01/2008 23:18:06
819,(123) 123-4976,419,Oak Drive,Carson City,NV,89701,04/03/2008 23:18:06
821,(123) 123-4977,420,Queen Ann Drive,Salem,OR,97301,04/05/2008 23:18:06
823,(123) 123-4978,421,Stoney Way,Austin,TX,73301,04/07/2008 23:18:06
825,(123) 123-4979,422,University Lane,Richmond,VA,23173-1823,04/09/2008 23:18:06
827,(123) 123-4980,423,Willow Road,Charleston,WV,25300,04/11/2008 23:18:06
829,(123) 123-4981,424,Bowery Estates,Montgomery,AL,36100,4/13/2008 23:18:06
831,(123) 123-4982,425,Dogwood Drive,Sacramento,CA,94203,4/15/2008 23:18:06
833,(123) 123-4983,426,Fir Street,Washington,DC,20510-0001,4/17/2008 23:18:06
835,(123) 123-4984,427,The Highlands,Atlanta,GA,30026,4/19/2008 23:18:06
837,(123) 123-4985,428,James Road,Springfield,IL,62700,4/21/2008 23:18:06
839,(123) 123-4986,429,Larch Mont Road,Boston,MA,02138-7190,4/23/2008 23:18:06
841,(123) 123-4987,430,New Pike Road,Trenton,NJ,8600,4/25/2008 23:18:06
843,(123) 123-4988,431,Pine Place,Albany,NY,12200-2837,4/27/2008 23:18:06
845,(123) 123-4989,432,Race Track Road,Harrisburg,PA,17100,4/29/2008 23:18:06
847,(123) 123-4990,433,Tamarack Road,Salt Lake City,UT,84100,05/01/2008 23:18:06
849,(123) 123-4991,434,Valley Road,Olympia,WA,98507,05/03/2008 23:18:06
851,(123) 123-4992,435,Apple Lane,Juneau,AK,99801,05/05/2008 23:18:06
853,(123) 123-4993,436,Cannery Row,Phoenix,AZ,85011,05/07/2008 23:18:06
855,(123) 123-4994,437,Elm Street,Denver,CO,80201,05/09/2008 23:18:06
857,(123) 123-4995,438,Goshen Road,Tallahassee,FL,32301,05/11/2008 23:18:06
859,(123) 123-4996,439,Island Drive,Honolulu,HI,96800-3017,5/13/2008 23:18:06
861,(123) 123-4997,440,King Street,Baton Rouge,LA,70800,5/15/2008 23:18:06
863,(123) 123-4998,441,Maple Street,Annapolis,MD,21400,5/17/2008 23:18:06
865,(123) 123-4999,442,Oak Drive,Carson City,NV,89701,5/19/2008 23:18:06
867,(123) 123-5000,443,Queen Ann Drive,Salem,OR,97301,5/21/2008 23:18:06
869,(123) 123-5001,444,Stoney Way,Austin,TX,73301,5/23/2008 23:18:06
871,(123) 123-5002,445,University Lane,Richmond,VA,23173-1823,5/25/2008 23:18:06
873,(123) 123-5003,446,Willow Road,Charleston,WV,25300,5/27/2008 23:18:06
875,(123) 123-5004,447,Bowery Estates,Montgomery,AL,36100,5/29/2008 23:18:06
877,(123) 123-5005,448,Dogwood Drive,Sacramento,CA,94203,5/31/2008 23:18:06
879,(123) 123-5006,449,Fir Street,Washington,DC,20510-0001,06/02/2008 23:18:06
881,(123) 123-5007,450,The Highlands,Atlanta,GA,30026,06/04/2008 23:18:06
883,(123) 123-5008,451,James Road,Springfield,IL,62700,06/06/2008 23:18:06
885,(123) 123-5009,452,Larch Mont Road,Boston,MA,02138-7190,06/08/2008 23:18:06
887,(123) 123-5010,453,New Pike Road,Trenton,NJ,8600,06/10/2008 23:18:06
889,(123) 123-5011,454,Pine Place,Albany,NY,12200-2837,06/12/2008 23:18:06
891,(123) 123-5012,455,Race Track Road,Harrisburg,PA,17100,6/14/2008 23:18:06
893,(123) 123-5013,456,Tamarack Road,Salt Lake City,UT,84100,6/16/2008 23:18:06
895,(123) 123-5014,457,Valley Road,Olympia,WA,98507,6/18/2008 23:18:06
897,(123) 123-5015,458,Apple Lane,Juneau,AK,99801,6/20/2008 23:18:06
899,(123) 123-5016,459,Cannery Row,Phoenix,AZ,85011,6/22/2008 23:18:06
901,(123) 123-5017,460,Elm Street,Denver,CO,80201,6/24/2008 23:18:06
903,(123) 123-5018,461,Goshen Road,Tallahassee,FL,32301,6/26/2008 23:18:06
905,(123) 123-5019,462,Island Drive,Honolulu,HI,96800-3017,6/28/2008 23:18:06
907,(123) 123-5020,463,King Street,Baton Rouge,LA,70800,6/30/2008 23:18:06
909,(123) 123-5021,464,Maple Street,Annapolis,MD,21400,07/02/2008 23:18:06
911,(123) 123-5022,465,Oak Drive,Carson City,NV,89701,07/04/2008 23:18:06
913,(123) 123-5023,466,Queen Ann Drive,Salem,OR,97301,07/06/2008 23:18:06
915,(123) 123-5024,467,Stoney Way,Austin,TX,73301,07/08/2008 23:18:06
917,(123) 123-5025,468,University Lane,Richmond,VA,23173-1823,07/10/2008 23:18:06
919,(123) 123-5026,469,Willow Road,Charleston,WV,25300,07/12/2008 23:18:06
921,(123) 123-5027,470,Bowery Estates,Montgomery,AL,36100,7/14/2008 23:18:06
923,(123) 123-5028,471,Dogwood Drive,Sacramento,CA,94203,7/16/2008 23:18:06
925,(123) 123-5029,472,Fir Street,Washington,DC,20510-0001,7/18/2008 23:18:06
927,(123) 123-5030,473,The Highlands,Atlanta,GA,30026,7/20/2008 23:18:06
929,(123) 123-5031,474,James Road,Springfield,IL,62700,7/22/2008 23:18:06
931,(123) 123-5032,475,Larch Mont Road,Boston,MA,02138-7190,7/24/2008 23:18:06
933,(123) 123-5033,476,New Pike Road,Trenton,NJ,8600,7/26/2008 23:18:06
935,(123) 123-5034,477,Pine Place,Albany,NY,12200-2837,7/28/2008 23:18:06
937,(123) 123-5035,478,Race Track Road,Harrisburg,PA,17100,7/30/2008 23:18:06
939,(123) 123-5036,479,Tamarack Road,Salt Lake City,UT,84100,08/01/2008 23:18:06
941,(123) 123-5037,480,Valley Road,Olympia,WA,98507,08/03/2008 23:18:06
943,(123) 123-5038,481,Apple Lane,Juneau,AK,99801,08/05/2008 23:18:06
945,(123) 123-5039,482,Cannery Row,Phoenix,AZ,85011,08/07/2008 23:18:06
947,(123) 123-5040,483,Elm Street,Denver,CO,80201,08/09/2008 23:18:06
949,(123) 123-5041,484,Goshen Road,Tallahassee,FL,32301,08/11/2008 23:18:06
951,(123) 123-5042,485,Island Drive,Honolulu,HI,96800-3017,8/13/2008 23:18:06
953,(123) 123-5043,486,King Street,Baton Rouge,LA,70800,8/15/2008 23:18:06
955,(123) 123-5044,487,Maple Street,Annapolis,MD,21400,8/17/2008 23:18:06
957,(123) 123-5045,488,Oak Drive,Carson City,NV,89701,8/19/2008 23:18:06
959,(123) 123-5046,489,Queen Ann Drive,Salem,OR,97301,8/21/2008 23:18:06
961,(123) 123-5047,490,Stoney Way,Austin,TX,73301,8/23/2008 23:18:06
963,(123) 123-5048,491,University Lane,Richmond,VA,23173-1823,8/25/2008 23:18:06
965,(123) 123-5049,492,Willow Road,Charleston,WV,25300,8/27/2008 23:18:06
967,(123) 123-5050,493,Bowery Estates,Montgomery,AL,36100,8/29/2008 23:18:06
969,(123) 123-5051,494,Dogwood Drive,Sacramento,CA,94203,8/31/2008 23:18:06
971,(123) 123-5052,495,Fir Street,Washington,DC,20510-0001,09/02/2008 23:18:06
973,(123) 123-5053,496,The Highlands,Atlanta,GA,30026,09/04/2008 23:18:06
975,(123) 123-5054,497,James Road,Springfield,IL,62700,09/06/2008 23:18:06
977,(123) 123-5055,498,Larch Mont Road,Boston,MA,02138-7190,09/08/2008 23:18:06
979,(123) 123-5056,499,New Pike Road,Trenton,NJ,8600,09/10/2008 23:18:06
981,(123) 123-5057,500,Pine Place,Albany,NY,12200-2837,09/12/2008 23:18:06
983,(123) 123-5058,501,Race Track Road,Harrisburg,PA,17100,9/14/2008 23:18:06
985,(123) 123-5059,502,Tamarack Road,Salt Lake City,UT,84100,9/16/2008 23:18:06
987,(123) 123-5060,503,Valley Road,Olympia,WA,98507,9/18/2008 23:18:06
989,(123) 123-5061,504,Apple Lane,Juneau,AK,99801,9/20/2008 23:18:06
991,(123) 123-5062,505,Cannery Row,Phoenix,AZ,85011,9/22/2008 23:18:06
993,(123) 123-5063,506,Elm Street,Denver,CO,80201,9/24/2008 23:18:06
995,(123) 123-5064,507,Goshen Road,Tallahassee,FL,32301,9/26/2008 23:18:06
997,(123) 123-5065,508,Island Drive,Honolulu,HI,96800-3017,9/28/2008 23:18:06
999,(123) 123-5066,509,King Street,Baton Rouge,LA,70800,9/30/2008 23:18:06
1001,(123) 123-5067,510,Maple Street,Annapolis,MD,21400,10/02/2008 23:18:06
1003,(123) 123-5068,511,Oak Drive,Carson City,NV,89701,10/04/2008 23:18:06
1005,(123) 123-5069,512,Queen Ann Drive,Salem,OR,97301,10/06/2008 23:18:06
1007,(123) 123-5070,513,Stoney Way,Austin,TX,73301,10/08/2008 23:18:06
1009,(123) 123-5071,514,University Lane,Richmond,VA,23173-1823,10/10/2008 23:18:06
1011,(123) 123-5072,515,Willow Road,Charleston,WV,25300,10/12/2008 23:18:06
1013,(123) 123-5073,516,Bowery Estates,Montgomery,AL,36100,10/14/2008 23:18:06
1015,(123) 123-5074,517,Dogwood Drive,Sacramento,CA,94203,10/16/2008 23:18:06
1017,(123) 123-5075,518,Fir Street,Washington,DC,20510-0001,10/18/2008 23:18:06
1019,(123) 123-5076,519,The Highlands,Atlanta,GA,30026,10/20/2008 23:18:06
1021,(123) 123-5077,520,James Road,Springfield,IL,62700,10/22/2008 23:18:06
1023,(123) 123-5078,521,Larch Mont Road,Boston,MA,02138-7190,10/24/2008 23:18:06
1025,(123) 123-5079,522,New Pike Road,Trenton,NJ,8600,10/26/2008 23:18:06
1027,(123) 123-5080,523,Pine Place,Albany,NY,12200-2837,10/28/2008 23:18:06
1029,(123) 123-5081,524,Race Track Road,Harrisburg,PA,17100,10/30/2008 23:18:06
1031,(123) 123-5082,525,Tamarack Road,Salt Lake City,UT,84100,11/01/2008 23:18:06
1033,(123) 123-5083,526,Valley Road,Olympia,WA,98507,11/03/2008 23:18:06
1035,(123) 123-5084,527,Apple Lane,Juneau,AK,99801,11/05/2008 23:18:06
1037,(123) 123-5085,528,Cannery Row,Phoenix,AZ,85011,11/07/2008 23:18:06
1039,(123) 123-5086,529,Elm Street,Denver,CO,80201,11/09/2008 23:18:06
1041,(123) 123-5087,530,Goshen Road,Tallahassee,FL,32301,11/11/2008 23:18:06
1043,(123) 123-5088,531,Island Drive,Honolulu,HI,96800-3017,11/13/2008 23:18:06
1045,(123) 123-5089,532,King Street,Baton Rouge,LA,70800,11/15/2008 23:18:06
1047,(123) 123-5090,533,Maple Street,Annapolis,MD,21400,11/17/2008 23:18:06
1049,(123) 123-5091,534,Oak Drive,Carson City,NV,89701,11/19/2008 23:18:06
1051,(123) 123-5092,535,Queen Ann Drive,Salem,OR,97301,11/21/2008 23:18:06
1053,(123) 123-5093,536,Stoney Way,Austin,TX,73301,11/23/2008 23:18:06
1055,(123) 123-5094,537,University Lane,Richmond,VA,23173-1823,11/25/2008 23:18:06
1057,(123) 123-5095,538,Willow Road,Charleston,WV,25300,11/27/2008 23:18:06
1059,(123) 123-5096,539,Bowery Estates,Montgomery,AL,36100,11/29/2008 23:18:06
1061,(123) 123-5097,540,Dogwood Drive,Sacramento,CA,94203,12/01/2008 23:18:06
1063,(123) 123-5098,541,Fir Street,Washington,DC,20510-0001,12/03/2008 23:18:06
1065,(123) 123-5099,542,The Highlands,Atlanta,GA,30026,12/05/2008 23:18:06
1067,(123) 123-5100,543,James Road,Springfield,IL,62700,12/07/2008 23:18:06
1069,(123) 123-5101,544,Larch Mont Road,Boston,MA,02138-7190,12/09/2008 23:18:06
1071,(123) 123-5102,545,New Pike Road,Trenton,NJ,8600,12/11/2008 23:18:06
1073,(123) 123-5103,546,Pine Place,Albany,NY,12200-2837,12/13/2008 23:18:06
1075,(123) 123-5104,547,Race Track Road,Harrisburg,PA,17100,12/15/2008 23:18:06
1077,(123) 123-5105,548,Tamarack Road,Salt Lake City,UT,84100,12/17/2008 23:18:06
1079,(123) 123-5106,549,Valley Road,Olympia,WA,98507,12/19/2008 23:18:06
1081,(123) 123-5107,550,Apple Lane,Juneau,AK,99801,12/21/2008 23:18:06
1083,(123) 123-5108,551,Cannery Row,Phoenix,AZ,85011,12/23/2008 23:18:06
1085,(123) 123-5109,552,Elm Street,Denver,CO,80201,12/25/2008 23:18:06
1087,(123) 123-5110,553,Goshen Road,Tallahassee,FL,32301,12/27/2008 23:18:06
1089,(123) 123-5111,554,Island Drive,Honolulu,HI,96800-3017,12/29/2008 23:18:06
1091,(123) 123-5112,555,King Street,Baton Rouge,LA,70800,12/31/2008 23:18:06
1093,(123) 123-5113,556,Maple Street,Annapolis,MD,21400,01/02/2009 23:18:06
1095,(123) 123-5114,557,Oak Drive,Carson City,NV,89701,01/05/2008 23:18:06
1097,(123) 123-5115,558,Queen Ann Drive,Salem,OR,97301,01/07/2008 23:18:06
1099,(123) 123-5116,559,Stoney Way,Austin,TX,73301,01/09/2008 23:18:06
1101,(123) 123-5117,560,University Lane,Richmond,VA,23173-1823,01/11/2008 23:18:06
1103,(123) 123-5118,561,Willow Road,Charleston,WV,25300,1/13/2008 23:18:06
1105,(123) 123-5119,562,Bowery Estates,Montgomery,AL,36100,1/15/2008 23:18:06
1107,(123) 123-5120,563,Dogwood Drive,Sacramento,CA,94203,1/17/2008 23:18:06
1109,(123) 123-5121,564,Fir Street,Washington,DC,20510-0001,1/19/2008 23:18:06
1111,(123) 123-5122,565,The Highlands,Atlanta,GA,30026,1/21/2008 23:18:06
1113,(123) 123-5123,566,James Road,Springfield,IL,62700,1/23/2008 23:18:06
1115,(123) 123-5124,567,Larch Mont Road,Boston,MA,02138-7190,1/25/2008 23:18:06
1117,(123) 123-5125,568,New Pike Road,Trenton,NJ,8600,1/27/2008 23:18:06
1119,(123) 123-5126,569,Pine Place,Albany,NY,12200-2837,1/29/2008 23:18:06
1121,(123) 123-5127,570,Race Track Road,Harrisburg,PA,17100,1/31/2008 23:18:06
1123,(123) 123-5128,571,Tamarack Road,Salt Lake City,UT,84100,02/02/2008 23:18:06
1125,(123) 123-5129,572,Valley Road,Olympia,WA,98507,02/04/2008 23:18:06
1127,(123) 123-5130,573,Apple Lane,Juneau,AK,99801,02/06/2008 23:18:06
1129,(123) 123-5131,574,Cannery Row,Phoenix,AZ,85011,02/08/2008 23:18:06
1131,(123) 123-5132,575,Elm Street,Denver,CO,80201,02/10/2008 23:18:06
1133,(123) 123-5133,576,Goshen Road,Tallahassee,FL,32301,02/12/2008 23:18:06
1135,(123) 123-5134,577,Island Drive,Honolulu,HI,96800-3017,2/14/2008 23:18:06
1137,(123) 123-5135,578,King Street,Baton Rouge,LA,70800,2/16/2008 23:18:06
1139,(123) 123-5136,579,Maple Street,Annapolis,MD,21400,2/18/2008 23:18:06
1141,(123) 123-5137,580,Oak Drive,Carson City,NV,89701,2/20/2008 23:18:06
1143,(123) 123-5138,581,Queen Ann Drive,Salem,OR,97301,2/22/2008 23:18:06
1145,(123) 123-5139,582,Stoney Way,Austin,TX,73301,2/24/2008 23:18:06
1147,(123) 123-5140,583,University Lane,Richmond,VA,23173-1823,2/26/2008 23:18:06
1149,(123) 123-5141,584,Willow Road,Charleston,WV,25300,2/28/2008 23:18:06
1151,(123) 123-5142,585,Bowery Estates,Montgomery,AL,36100,03/01/2008 23:18:06
1153,(123) 123-5143,586,Dogwood Drive,Sacramento,CA,94203,03/03/2008 23:18:06
1155,(123) 123-5144,587,Fir Street,Washington,DC,20510-0001,03/05/2008 23:18:06
1157,(123) 123-5145,588,The Highlands,Atlanta,GA,30026,03/07/2008 23:18:06
1159,(123) 123-5146,589,James Road,Springfield,IL,62700,03/09/2008 23:18:06
1161,(123) 123-5147,590,Larch Mont Road,Boston,MA,02138-7190,03/11/2008 23:18:06
1163,(123) 123-5148,591,New Pike Road,Trenton,NJ,8600,3/13/2008 23:18:06
1165,(123) 123-5149,592,Pine Place,Albany,NY,12200-2837,3/15/2008 23:18:06
1167,(123) 123-5150,593,Race Track Road,Harrisburg,PA,17100,3/17/2008 23:18:06
1169,(123) 123-5151,594,Tamarack Road,Salt Lake City,UT,84100,3/19/2008 23:18:06
1171,(123) 123-5152,595,Valley Road,Olympia,WA,98507,3/21/2008 23:18:06
1173,(123) 123-5153,596,Apple Lane,Juneau,AK,99801,3/23/2008 23:18:06
1175,(123) 123-5154,597,Cannery Row,Phoenix,AZ,85011,3/25/2008 23:18:06
1177,(123) 123-5155,598,Elm Street,Denver,CO,80201,3/27/2008 23:18:06
1179,(123) 123-5156,599,Goshen Road,Tallahassee,FL,32301,3/29/2008 23:18:06
1181,(123) 123-5157,600,Island Drive,Honolulu,HI,96800-3017,3/31/2008 23:18:06
1183,(123) 123-5158,601,King Street,Baton Rouge,LA,70800,04/02/2008 23:18:06
1185,(123) 123-5159,602,Maple Street,Annapolis,MD,21400,04/04/2008 23:18:06
1187,(123) 123-5160,603,Oak Drive,Carson City,NV,89701,04/06/2008 23:18:06
1189,(123) 123-5161,604,Queen Ann Drive,Salem,OR,97301,04/08/2008 23:18:06
1191,(123) 123-5162,605,Stoney Way,Austin,TX,73301,04/10/2008 23:18:06
1193,(123) 123-5163,606,University Lane,Richmond,VA,23173-1823,04/12/2008 23:18:06
1195,(123) 123-5164,607,Willow Road,Charleston,WV,25300,4/14/2008 23:18:06
1197,(123) 123-5165,608,Bowery Estates,Montgomery,AL,36100,4/16/2008 23:18:06
1199,(123) 123-5166,609,Dogwood Drive,Sacramento,CA,94203,4/18/2008 23:18:06
